40,VARS114
45,VARS104
40,TEAM186
47,TEAM185
40,TEAM148
40,TEAM148
40,TEAM141.4
40,TEAM141.4
40,TEAM141.3
40,TEAM141.3
40,TEAM141.2
40,TEAM141.2
40,TEAM141.2
40,TEAM141.1
40,TEAM141.1
40,TEAM141.1
40,TEAM111.4
40,TEAM111.3
40,TEAM111.2
40,TEAM111.1
35,SPAN161
35,SPAN161
35,SPAN152
35,SPAN150
35,SPAN140
35,SPAN132
35,SPAN131
35,SPAN122
35,SPAN121
35,SPAN120
35,SPAN120
35,SPAN112
35,SPAN112
35,SPAN112
35,SPAN111
35,SPAN110
35,SPAN110
35,SPAN110
45,SOCI205
45,SOCI205
40,SOCI141
40,SOCI105
45,SOCI100
45,SOCI100
40,SOCI100
40,SOCI100
35,READ836
35,READ836
35,READ826
35,READ826
40,PSYC410
40,PSYC340
45,PSYC205
45,PSYC205
55,PSYC200
40,PSYC200
40,PSYC106
45,PSYC100
45,PSYC100
41,PSYC100
40,PSYC100
40,PSYC100
36,PSYC100
45,PLSC320
45,PLSC310
40,PLSC310
40,PLSC310
45,PLSC210
45,PLSC210
45,PLSC210
45,PLSC170
45,PLSC150
45,PLSC150
45,PHIL320
45,PHIL320
45,PHIL300
45,PHIL300
45,PHIL200
45,PHIL200
45,PHIL103
45,PHIL100
45,PHIL100
45,PHIL100
42,OCEN100
40,OCEN100
45,MUS.202
45,MUS.202
45,MUS.202
45,MUS.202
45,MUS.202
45,MUS.202
45,MUS.202
45,MUS.202
35,MUS.202
35,MUS.100
35,MUS.100
35,MEDA801
35,MEDA190
42,MEDA169
42,MEDA168
42,MEDA168
42,MEDA167
35,MATH811
35,MATH811
35,MATH811
35,MATH811
35,MATH811
35,MATH811
35,MATH811
35,MATH811
35,MATH811
35,MATH811
40,MATH680CA
35,MATH275
35,MATH270
40,MATH253
40,MATH253
40,MATH253
40,MATH253
40,MATH253
40,MATH253
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
40,MATH252
45,MATH251
40,MATH251
40,MATH251
40,MATH242
45,MATH241
40,MATH222
75,MATH200
75,MATH200
40,MATH200
40,MATH200
40,MATH200
40,MATH200
40,MATH200
40,MATH200
40,MATH200
40,MATH190
35,MATH190
40,MATH140
40,MATH130
40,MATH125
40,MATH123
40,MATH123
40,MATH122
40,MATH122
60,MATH120
60,MATH120
40,MATH120
40,MATH120
40,MATH120
40,MATH120
40,MATH120
40,MATH120
40,MATH120
40,MATH120
35,MATH112
35,MATH112
35,MATH111
35,MATH111
60,MATH110
60,MATH110
35,MATH110
35,MATH110
35,MATH110
35,MATH110
35,MATH110
45,LIT.442
45,LIT.441
45,LIT.441
45,LIT.441
45,LIT.441
45,LIT.441
45,LIT.441
45,LIT.441
45,LIT.441
35,LIT.200
35,LIT.151
40,LEGL272
40,LEGL262
40,LEGL249
35,LCTR843
35,LCTR842
35,LCTR841
75,LCTR840
40,LCTR832
40,LCTR822
100,LCTR810
850,LCTR698
500,LCTR698
40,LCTR151
40,LCTR140
35,LCTR100
35,LCTR100
40,KINE251
40,KINE251
35,KINE101
35,KINE101
35,INTD450
35,INTD260
35,INTD250
35,INTD151
35,INTD148
35,INTD126
35,INTD115
35,INTD115
50,INDV160.4
50,INDV160.3
50,INDV160.2
50,INDV160.1
40,HSCI104
45,HSCI100
35,HSCI100
35,HSCI100
35,HSCI100
35,HSCI100
40,HMSV161
35,HMSV110
35,HMSV100
40,HIST455
45,HIST247
45,HIST245
45,HIST245
45,HIST202
45,HIST202
40,HIST202
40,HIST202
45,HIST201
45,HIST201
45,HIST201
40,HIST201
45,HIST106
45,HIST106
45,HIST104
40,HIST101
40,HIST100
40,GEOL100
45,GEOG110
45,GEOG100
40,FITN335.4
40,FITN335.3
40,FITN335.2
40,FITN335.1
40,FITN334.4
40,FITN334.4
40,FITN334.4
40,FITN334.3
40,FITN334.3
40,FITN334.3
40,FITN334.2
40,FITN334.2
40,FITN334.2
40,FITN334.1
40,FITN334.1
40,FITN334.1
50,FITN304.2
50,FITN304.2
50,FITN304.1
50,FITN304.1
50,FITN304.1
50,FITN235
40,FITN210
40,FITN210
40,FITN210
40,FITN210
50,FITN122
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN119
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN118
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN117
100,FITN112
35,FASH162
35,FASH162
35,FASH115
35,FASH115
35,ESL924
35,ESL924
35,ESL923
35,ESL923
35,ESL922
35,ESL922
35,ESL922
35,ESL921
35,ESL921
35,ESL921
35,ESL921
35,ESL914
35,ESL914
35,ESL913
35,ESL913
35,ESL912
35,ESL912
35,ESL911
35,ESL911
35,ESL911
35,ESL840
35,ESL837
35,ESL836
35,ESL800
35,ESL800
35,ESL800
35,ESL800
35,ESL800
35,ESL800
40,ENVS115
35,ENVS115
60,ENGR260
60,ENGR260
35,ENGR260
50,ENGR230
50,ENGR230
40,ENGR230
50,ENGR100
50,ENGR100
35,ENGL829
35,ENGL826
35,ENGL162
35,ENGL162
35,ENGL161
35,ENGL161
40,ECON230
40,ECON230
40,ECON102
40,ECON102
40,ECON100
40,ECON100
40,ECON100
40,ECON100
40,ECE.362
35,ECE.333
35,ECE.333
35,ECE.313
35,ECE.313
35,ECE.260
40,ECE.254
40,ECE.254
40,ECE.242
40,ECE.241
40,ECE.241
